,name,label,type,side,height,width,r,g,b,n_colors
43,./squares/train/a/333.bmp,a,bmp,120,446,446,45.0,45.0,72.0,1
44,./squares/train/a/455.bmp,a,bmp,28,349,349,73.0,73.0,81.0,1
45,./squares/train/a/404.jpg,a,jpeg,59,491,491,102.0,103.0,87.0,1
46,./squares/train/a/438.jpg,a,jpeg,53,537,537,70.0,70.0,60.0,1
47,./squares/train/a/174.png,a,png,32,455,455,0.10980392,0.10980392,0.21960784,1
48,./squares/train/a/160.png,a,png,32,364,364,0.20392157,0.20392157,0.28627452,1
49,./squares/train/a/247.bmp,a,bmp,70,490,490,48.0,48.0,47.0,1
50,./squares/train/a/389.png,a,png,52,574,574,0.37254903,0.37254903,0.2901961,1
51,./squares/train/a/148.jpg,a,jpeg,76,338,338,51.0,51.0,61.0,1
52,./squares/train/a/376.png,a,png,126,580,580,0.105882354,0.105882354,0.2627451,1
53,./squares/train/a/75.jpg,a,jpeg,84,470,470,88.0,88.0,64.0,1
54,./squares/train/a/414.png,a,png,98,354,354,0.14117648,0.14117648,0.2,1
55,./squares/train/a/372.png,a,png,74,567,567,0.23137255,0.23137255,0.2509804,1
56,./squares/train/a/158.jpg,a,jpeg,37,428,428,101.0,102.0,58.0,1
57,./squares/train/a/399.jpg,a,jpeg,63,538,538,32.0,32.0,60.0,1
58,./squares/train/a/59.png,a,png,76,452,452,0.09803922,0.09803922,0.24705882,1
59,./squares/train/a/366.jpg,a,jpeg,66,522,522,102.0,103.0,61.0,1
60,./squares/train/a/400.jpg,a,jpeg,38,387,387,62.0,63.0,47.0,1
61,./squares/train/a/294.bmp,a,bmp,66,427,427,93.0,93.0,61.0,1
62,./squares/train/a/479.bmp,a,bmp,88,367,367,45.0,45.0,62.0,1
63,./squares/train/a/451.bmp,a,bmp,52,329,329,99.0,99.0,79.0,1
64,./squares/train/a/337.bmp,a,bmp,134,530,530,43.0,43.0,66.0,1
65,./squares/train/a/135.bmp,a,bmp,78,512,512,94.0,94.0,57.0,1
66,./squares/train/a/134.bmp,a,bmp,66,439,439,74.0,74.0,58.0,1
67,./squares/train/a/213.png,a,png,140,387,387,0.2901961,0.2901961,0.26666668,1
68,./squares/train/a/487.bmp,a,bmp,70,386,386,40.0,40.0,71.0,1
69,./squares/train/a/322.bmp,a,bmp,62,391,391,76.0,76.0,75.0,1
70,./squares/train/a/336.bmp,a,bmp,34,622,622,93.0,93.0,75.0,1
71,./squares/train/a/478.bmp,a,bmp,120,358,358,25.0,25.0,62.0,1
72,./squares/train/a/58.png,a,png,30,583,583,0.28627452,0.28627452,0.27450982,1
73,./squares/train/a/415.jpg,a,jpeg,35,535,535,29.0,29.0,63.0,1
74,./squares/train/a/373.jpg,a,jpeg,46,421,421,62.0,63.0,58.0,1
75,./squares/train/a/242.bmp,a,bmp,104,614,614,74.0,74.0,82.0,1
76,./squares/train/a/159.jpg,a,jpeg,129,607,607,46.0,45.0,87.0,1
77,./squares/train/a/165.jpg,a,jpeg,100,436,436,72.0,72.0,74.0,1
78,./squares/train/a/429.png,a,png,34,429,429,0.3254902,0.3254902,0.2,1
79,./squares/train/a/70.jpg,a,jpeg,34,463,463,47.0,47.0,59.0,1
80,./squares/train/a/367.png,a,png,30,329,329,0.14509805,0.14509805,0.29803923,1
81,./squares/train/a/401.png,a,png,122,438,438,0.2901961,0.2901961,0.34509805,1
82,./squares/train/a/365.png,a,png,122,384,384,0.20392157,0.20392157,0.24313726,1
83,./squares/train/a/198.jpg,a,jpeg,37,428,428,29.0,30.0,51.0,1
84,./squares/train/a/167.png,a,png,134,515,515,0.17254902,0.17254902,0.25882354,1
85,./squares/train/a/254.bmp,a,bmp,28,424,424,52.0,52.0,57.0,1
86,./squares/train/a/8.png,a,png,32,484,484,0.32941177,0.32941177,0.27450982,1
87,./squares/train/a/371.jpg,a,jpeg,131,367,367,95.0,94.0,63.0,1
88,./squares/train/a/72.png,a,png,108,519,519,0.13725491,0.13725491,0.2509804,1
89,./squares/train/a/359.jpg,a,jpeg,70,484,484,77.0,76.0,81.0,1
90,./squares/train/a/283.bmp,a,bmp,128,460,460,75.0,75.0,63.0,1
91,./squares/train/a/308.bmp,a,bmp,32,380,380,26.0,26.0,68.0,1
92,./squares/train/a/452.bmp,a,bmp,122,327,327,86.0,86.0,55.0,1
93,./squares/train/a/205.jpg,a,jpeg,114,606,606,85.0,86.0,70.0,1
94,./squares/train/a/491.bmp,a,bmp,116,616,616,68.0,68.0,42.0,1
95,./squares/train/a/211.png,a,png,138,492,492,0.12156863,0.12156863,0.2509804,1
96,./squares/train/a/239.png,a,png,38,368,368,0.21960784,0.21960784,0.16470589,1
97,./squares/train/a/136.bmp,a,bmp,136,623,623,35.0,35.0,70.0,1
98,./squares/train/a/37.bmp,a,bmp,118,535,535,88.0,88.0,62.0,1
99,./squares/train/a/22.bmp,a,bmp,54,474,474,79.0,79.0,65.0,1
100,./squares/train/a/137.bmp,a,bmp,50,441,441,88.0,88.0,47.0,1
101,./squares/train/a/490.bmp,a,bmp,106,593,593,29.0,29.0,64.0,1
102,./squares/train/a/484.bmp,a,bmp,98,620,620,62.0,62.0,74.0,1
103,./squares/train/a/335.bmp,a,bmp,68,519,519,76.0,76.0,72.0,1
104,./squares/train/a/447.bmp,a,bmp,72,515,515,56.0,56.0,81.0,1
105,./squares/train/a/321.bmp,a,bmp,82,479,479,101.0,101.0,70.0,1
106,./squares/train/a/73.png,a,png,112,619,619,0.3019608,0.3019608,0.3137255,1
107,./squares/train/a/364.jpg,a,jpeg,69,599,599,96.0,97.0,66.0,1
108,./squares/train/a/98.png,a,png,48,336,336,0.17254902,0.17254902,0.24705882,1
109,./squares/train/a/166.jpg,a,jpeg,142,607,607,58.0,58.0,50.0,1
110,./squares/train/a/358.png,a,png,82,610,610,0.2627451,0.2627451,0.30588236,1
111,./squares/train/a/199.jpg,a,jpeg,94,475,475,73.0,74.0,58.0,1
112,./squares/train/a/67.jpg,a,jpeg,139,336,336,27.0,28.0,46.0,1
113,./squares/train/a/402.png,a,png,90,595,595,0.22745098,0.22745098,0.23529412,1
114,./squares/train/a/9.jpg,a,jpeg,115,439,439,63.0,64.0,84.0,1
115,./squares/train/a/416.png,a,png,38,617,617,0.28627452,0.28627452,0.27058825,1
116,./squares/train/a/14.jpg,a,jpeg,120,344,344,87.0,87.0,61.0,1
117,./squares/train/a/459.png,a,png,58,522,522,0.19607843,0.19607843,0.1882353,1
118,./squares/train/a/28.jpg,a,jpeg,152,507,507,29.0,29.0,81.0,1
119,./squares/train/a/303.png,a,png,80,387,387,0.30588236,0.30588236,0.31764707,1
120,./squares/train/a/115.jpg,a,jpeg,98,503,503,58.0,58.0,50.0,1
121,./squares/train/a/129.png,a,png,142,516,516,0.17254902,0.17254902,0.24313726,1
122,./squares/train/a/317.jpg,a,jpeg,35,518,518,61.0,62.0,83.0,1
123,./squares/train/a/471.jpg,a,jpeg,127,445,445,66.0,66.0,58.0,1
124,./squares/train/a/346.bmp,a,bmp,42,377,377,98.0,98.0,70.0,1
125,./squares/train/a/144.bmp,a,bmp,24,380,380,55.0,55.0,74.0,1
126,./squares/train/a/150.bmp,a,bmp,102,460,460,46.0,46.0,62.0,1
127,./squares/train/a/92.bmp,a,bmp,142,507,507,94.0,94.0,63.0,1
128,./squares/train/a/187.bmp,a,bmp,126,530,530,47.0,47.0,74.0,1
129,./squares/train/a/45.bmp,a,bmp,142,565,565,37.0,37.0,67.0,1
130,./squares/train/a/3.bmp,a,bmp,94,496,496,87.0,87.0,54.0,1
131,./squares/train/a/50.bmp,a,bmp,120,426,426,55.0,55.0,70.0,1
132,./squares/train/a/2.bmp,a,bmp,88,541,541,46.0,46.0,43.0,1
133,./squares/train/a/289.png,a,png,94,525,525,0.12941177,0.12941177,0.23137255,1
134,./squares/train/a/276.png,a,png,140,428,428,0.27450982,0.27450982,0.21176471,1
135,./squares/train/a/179.bmp,a,bmp,78,526,526,83.0,83.0,77.0,1
136,./squares/train/a/262.png,a,png,114,476,476,0.3764706,0.3764706,0.21960784,1
137,./squares/train/a/353.bmp,a,bmp,62,579,579,82.0,82.0,58.0,1
138,./squares/train/a/347.bmp,a,bmp,112,373,373,59.0,59.0,51.0,1
139,./squares/train/a/316.jpg,a,jpeg,105,348,348,37.0,38.0,59.0,1
140,./squares/train/a/29.png,a,png,40,519,519,0.3137255,0.3137255,0.2901961,1
141,./squares/train/a/458.jpg,a,jpeg,90,468,468,55.0,55.0,55.0,1
142,./squares/train/a/100.png,a,png,142,549,549,0.3372549,0.3372549,0.27450982,1
143,./squares/train/a/128.jpg,a,jpeg,31,503,503,33.0,33.0,57.0,1
144,./squares/train/a/464.png,a,png,112,467,467,0.10980392,0.10980392,0.30980393,1
145,./squares/train/a/302.png,a,png,70,335,335,0.39607844,0.39607844,0.35686275,1
146,./squares/train/a/17.jpg,a,jpeg,94,529,529,93.0,93.0,55.0,1
147,./squares/train/a/328.png,a,png,116,370,370,0.2784314,0.2784314,0.29411766,1
148,./squares/train/a/466.png,a,png,86,511,511,0.33333334,0.33333334,0.20392157,1
149,./squares/train/a/314.png,a,png,32,588,588,0.17254902,0.17254902,0.23137255,1
150,./squares/train/a/116.jpg,a,jpeg,138,473,473,38.0,38.0,72.0,1
151,./squares/train/a/102.jpg,a,jpeg,124,423,423,84.0,84.0,46.0,1
152,./squares/train/a/231.bmp,a,bmp,116,497,497,45.0,45.0,72.0,1
153,./squares/train/a/300.jpg,a,jpeg,111,497,497,29.0,29.0,91.0,1
154,./squares/train/a/345.bmp,a,bmp,126,530,530,87.0,87.0,62.0,1
155,./squares/train/a/260.jpg,a,jpeg,42,370,370,47.0,47.0,49.0,1
156,./squares/train/a/274.jpg,a,jpeg,153,539,539,85.0,84.0,64.0,1
157,./squares/train/a/248.png,a,png,132,442,442,0.09411765,0.09411765,0.16078432,1
158,./squares/train/a/153.bmp,a,bmp,136,522,522,94.0,94.0,62.0,1
159,./squares/train/a/190.bmp,a,bmp,88,483,483,101.0,101.0,55.0,1
160,./squares/train/a/184.bmp,a,bmp,52,582,582,102.0,102.0,75.0,1
161,./squares/train/a/46.bmp,a,bmp,134,392,392,48.0,48.0,67.0,1
162,./squares/train/a/1.bmp,a,bmp,114,494,494,27.0,27.0,58.0,1
163,./squares/train/a/261.png,a,png,58,364,364,0.30588236,0.30588236,0.22745098,1
164,./squares/train/a/275.png,a,png,108,512,512,0.09803922,0.09803922,0.24313726,1
165,./squares/train/a/146.bmp,a,bmp,72,566,566,97.0,97.0,58.0,1
166,./squares/train/a/249.png,a,png,32,494,494,0.35686275,0.35686275,0.26666668,1
167,./squares/train/a/387.bmp,a,bmp,104,558,558,55.0,55.0,87.0,1
168,./squares/train/a/378.bmp,a,bmp,62,588,588,77.0,77.0,52.0,1
169,./squares/train/a/422.bmp,a,bmp,144,414,414,28.0,28.0,65.0,1
170,./squares/train/a/436.bmp,a,bmp,44,363,363,102.0,102.0,60.0,1
171,./squares/train/a/467.jpg,a,jpeg,150,510,510,78.0,79.0,65.0,1
172,./squares/train/a/473.jpg,a,jpeg,47,364,364,66.0,66.0,78.0,1
173,./squares/train/a/218.bmp,a,bmp,118,347,347,79.0,79.0,73.0,1
174,./squares/train/a/230.bmp,a,bmp,112,345,345,54.0,54.0,71.0,1
175,./squares/train/a/103.jpg,a,jpeg,148,583,583,32.0,31.0,73.0,1
176,./squares/train/a/498.png,a,png,66,502,502,0.10980392,0.10980392,0.1882353,1
177,./squares/train/a/315.png,a,png,124,380,380,0.30588236,0.30588236,0.26666668,1
178,./squares/train/a/305.png,a,png,82,622,622,0.3647059,0.3647059,0.2784314,1
179,./squares/train/a/113.jpg,a,jpeg,54,567,567,87.0,88.0,70.0,1
180,./squares/train/a/107.jpg,a,jpeg,41,358,358,34.0,34.0,62.0,1
181,./squares/train/a/220.bmp,a,bmp,32,578,578,30.0,30.0,77.0,1
182,./squares/train/a/488.jpg,a,jpeg,48,349,349,51.0,52.0,57.0,1
183,./squares/train/a/477.jpg,a,jpeg,130,558,558,61.0,60.0,76.0,1
184,./squares/train/a/339.jpg,a,jpeg,96,515,515,92.0,92.0,54.0,1
185,./squares/train/a/271.jpg,a,jpeg,145,559,559,84.0,84.0,72.0,1
186,./squares/train/a/94.bmp,a,bmp,40,336,336,77.0,77.0,73.0,1
187,./squares/train/a/265.png,a,png,42,443,443,0.30980393,0.30980393,0.2784314,1
188,./squares/train/a/156.bmp,a,bmp,80,454,454,86.0,86.0,56.0,1
189,./squares/train/a/180.bmp,a,bmp,38,473,473,72.0,72.0,63.0,1
190,./squares/train/a/42.bmp,a,bmp,102,573,573,58.0,58.0,47.0,1
191,./squares/train/a/56.bmp,a,bmp,68,420,420,42.0,42.0,66.0,1
192,./squares/train/a/4.bmp,a,bmp,36,525,525,63.0,63.0,68.0,1
193,./squares/train/a/157.bmp,a,bmp,66,471,471,70.0,70.0,64.0,1
194,./squares/train/a/264.png,a,png,128,367,367,0.29803923,0.29803923,0.3019608,1
195,./squares/train/a/258.jpg,a,jpeg,38,469,469,66.0,67.0,49.0,1
196,./squares/train/a/427.bmp,a,bmp,90,360,360,38.0,38.0,69.0,1
197,./squares/train/a/355.bmp,a,bmp,84,623,623,33.0,33.0,53.0,1
198,./squares/train/a/433.bmp,a,bmp,42,378,378,89.0,89.0,53.0,1
199,./squares/train/a/13.png,a,png,50,402,402,0.25490198,0.25490198,0.2509804,1
200,./squares/train/a/462.jpg,a,jpeg,153,519,519,88.0,89.0,58.0,1
201,./squares/train/a/304.jpg,a,jpeg,41,334,334,79.0,79.0,41.0,1
202,./squares/train/a/310.jpg,a,jpeg,56,398,398,28.0,28.0,62.0,1
203,./squares/train/a/112.png,a,png,132,592,592,0.2509804,0.2509804,0.32941177,1
204,./squares/train/a/489.png,a,png,38,461,461,0.12941177,0.12941177,0.24705882,1
205,./squares/train/a/106.jpg,a,jpeg,112,354,354,78.0,77.0,56.0,1
206,./squares/train/a/474.png,a,png,50,545,545,0.11764706,0.11764706,0.24313726,1
207,./squares/train/a/306.png,a,png,48,371,371,0.31764707,0.31764707,0.25882354,1
208,./squares/train/a/110.jpg,a,jpeg,151,328,328,36.0,36.0,72.0,1
209,./squares/train/a/104.png,a,png,44,370,370,0.16078432,0.16078432,0.3137255,1
210,./squares/train/a/138.png,a,png,40,371,371,0.3764706,0.3764706,0.23529412,1
211,./squares/train/a/39.png,a,png,118,528,528,0.28235295,0.28235295,0.25490198,1
212,./squares/train/a/11.png,a,png,136,495,495,0.25882354,0.25882354,0.25490198,1
213,./squares/train/a/448.jpg,a,jpeg,145,580,580,25.0,26.0,57.0,1
214,./squares/train/a/431.bmp,a,bmp,144,428,428,95.0,95.0,68.0,1
215,./squares/train/a/83.bmp,a,bmp,62,503,503,47.0,47.0,75.0,1
216,./squares/train/a/169.bmp,a,bmp,104,546,546,59.0,59.0,64.0,1
217,./squares/train/a/272.png,a,png,76,498,498,0.37254903,0.37254903,0.3372549,1
218,./squares/train/a/97.bmp,a,bmp,72,519,519,39.0,39.0,78.0,1
219,./squares/train/a/40.bmp,a,bmp,26,472,472,73.0,73.0,45.0,1
220,./squares/train/a/54.bmp,a,bmp,142,623,623,43.0,43.0,64.0,1
221,./squares/train/a/182.bmp,a,bmp,112,546,546,83.0,83.0,59.0,1
222,./squares/train/a/196.bmp,a,bmp,134,512,512,69.0,69.0,77.0,1
223,./squares/train/a/69.bmp,a,bmp,30,333,333,64.0,64.0,66.0,1
224,./squares/train/a/41.bmp,a,bmp,118,371,371,82.0,82.0,69.0,1
225,./squares/train/a/96.bmp,a,bmp,100,338,338,62.0,62.0,62.0,1
226,./squares/train/a/273.jpg,a,jpeg,42,339,339,42.0,43.0,74.0,1
227,./squares/train/a/356.bmp,a,bmp,36,463,463,61.0,61.0,65.0,1
228,./squares/train/a/424.bmp,a,bmp,142,573,573,51.0,51.0,62.0,1
229,./squares/train/a/222.bmp,a,bmp,122,366,366,25.0,25.0,65.0,1
230,./squares/train/a/236.bmp,a,bmp,112,374,374,75.0,75.0,77.0,1
231,./squares/train/a/105.png,a,png,136,472,472,0.21568628,0.21568628,0.2509804,1
232,./squares/train/a/111.png,a,png,36,385,385,0.3254902,0.3254902,0.25882354,1
233,./squares/train/a/139.jpg,a,jpeg,100,336,336,69.0,69.0,69.0,1
234,./squares/train/a/10.jpg,a,jpeg,58,611,611,52.0,51.0,82.0,1
235,./squares/train/a/461.png,a,png,86,359,359,0.26666668,0.26666668,0.2627451,1
236,./squares/train/a/475.png,a,png,142,331,331,0.28627452,0.28627452,0.23921569,1
237,./squares/train/a/21.jpg,a,jpeg,36,580,580,64.0,65.0,70.0,1
238,./squares/train/a/108.jpg,a,jpeg,59,332,332,62.0,63.0,57.0,1
239,./squares/train/a/207.bmp,a,bmp,28,575,575,48.0,48.0,44.0,1
240,./squares/train/a/120.png,a,png,50,530,530,0.15686275,0.15686275,0.2784314,1
241,./squares/train/a/493.jpg,a,jpeg,39,332,332,102.0,101.0,80.0,1
242,./squares/train/a/35.png,a,png,104,499,499,0.20392157,0.20392157,0.19607843,1
243,./squares/train/a/444.jpg,a,jpeg,91,381,381,74.0,74.0,72.0,1
244,./squares/train/a/450.jpg,a,jpeg,152,513,513,70.0,70.0,82.0,1
245,./squares/train/a/295.jpg,a,jpeg,75,567,567,64.0,64.0,72.0,1
246,./squares/train/a/281.jpg,a,jpeg,62,553,553,96.0,97.0,53.0,1
247,./squares/train/a/256.jpg,a,jpeg,138,599,599,94.0,93.0,47.0,1
248,./squares/train/a/398.bmp,a,bmp,116,567,567,40.0,40.0,65.0,1
249,./squares/train/a/171.bmp,a,bmp,146,423,423,37.0,37.0,67.0,1
250,./squares/train/a/64.bmp,a,bmp,104,595,595,80.0,80.0,66.0,1
251,./squares/train/a/71.bmp,a,bmp,138,537,537,26.0,26.0,74.0,1
252,./squares/train/a/280.png,a,png,110,330,330,0.21960784,0.21960784,0.22745098,1
253,./squares/train/a/65.bmp,a,bmp,80,530,530,65.0,65.0,43.0,1
254,./squares/train/a/243.png,a,png,54,430,430,0.34117648,0.34117648,0.2784314,1
255,./squares/train/a/170.bmp,a,bmp,74,397,397,30.0,30.0,87.0,1
256,./squares/train/a/164.bmp,a,bmp,100,605,605,77.0,77.0,60.0,1
257,./squares/train/a/257.jpg,a,jpeg,108,409,409,66.0,66.0,64.0,1
258,./squares/train/a/428.bmp,a,bmp,28,355,355,90.0,90.0,69.0,1
259,./squares/train/a/445.jpg,a,jpeg,105,381,381,50.0,49.0,63.0,1
260,./squares/train/a/323.jpg,a,jpeg,53,329,329,62.0,62.0,74.0,1
261,./squares/train/a/492.jpg,a,jpeg,129,494,494,87.0,86.0,66.0,1
262,./squares/train/a/206.bmp,a,bmp,62,349,349,98.0,98.0,48.0,1
263,./squares/train/a/212.bmp,a,bmp,74,543,543,82.0,82.0,55.0,1
264,./squares/train/a/486.png,a,png,132,359,359,0.21960784,0.21960784,0.31764707,1
265,./squares/train/a/121.jpg,a,jpeg,136,596,596,52.0,52.0,64.0,1
266,./squares/train/a/109.jpg,a,jpeg,58,564,564,100.0,99.0,42.0,1
267,./squares/train/a/34.jpg,a,jpeg,74,521,521,89.0,89.0,77.0,1
268,./squares/train/a/20.jpg,a,jpeg,136,397,397,68.0,68.0,68.0,1
269,./squares/train/a/36.jpg,a,jpeg,48,598,598,76.0,77.0,72.0,1
270,./squares/train/a/309.png,a,png,50,418,418,0.16470589,0.16470589,0.19607843,1
271,./squares/train/a/123.jpg,a,jpeg,40,580,580,87.0,86.0,66.0,1
272,./squares/train/a/204.bmp,a,bmp,142,357,357,71.0,71.0,42.0,1
273,./squares/train/a/210.bmp,a,bmp,136,436,436,67.0,67.0,50.0,1
274,./squares/train/a/238.bmp,a,bmp,128,506,506,84.0,84.0,51.0,1
275,./squares/train/a/453.jpg,a,jpeg,120,521,521,86.0,87.0,73.0,1
276,./squares/train/a/370.bmp,a,bmp,76,572,572,81.0,81.0,57.0,1
277,./squares/train/a/269.jpg,a,jpeg,78,398,398,27.0,27.0,55.0,1
278,./squares/train/a/241.jpg,a,jpeg,60,461,461,36.0,36.0,64.0,1
279,./squares/train/a/255.jpg,a,jpeg,72,571,571,82.0,82.0,46.0,1
280,./squares/train/a/172.bmp,a,bmp,122,429,429,54.0,54.0,53.0,1
281,./squares/train/a/296.png,a,png,102,474,474,0.38039216,0.38039216,0.20392157,1
282,./squares/train/a/282.png,a,png,118,608,608,0.1764706,0.1764706,0.26666668,1
283,./squares/train/a/66.bmp,a,bmp,148,404,404,47.0,47.0,67.0,1
284,./squares/train/a/297.png,a,png,104,381,381,0.23921569,0.23921569,0.21960784,1
285,./squares/train/a/240.png,a,png,118,514,514,0.38039216,0.38039216,0.28627452,1
286,./squares/train/a/99.bmp,a,bmp,90,554,554,49.0,49.0,70.0,1
287,./squares/train/a/173.bmp,a,bmp,30,405,405,67.0,67.0,51.0,1
288,./squares/train/a/268.jpg,a,jpeg,101,363,363,55.0,54.0,70.0,1
289,./squares/train/a/403.bmp,a,bmp,80,401,401,102.0,102.0,73.0,1
290,./squares/train/a/417.bmp,a,bmp,100,422,422,82.0,82.0,50.0,1
291,./squares/train/a/122.png,a,png,98,574,574,0.09803922,0.09803922,0.30980393,1
292,./squares/train/a/485.png,a,png,100,561,561,0.31764707,0.31764707,0.27058825,1
293,./squares/train/a/334.png,a,png,134,428,428,0.4,0.4,0.19215687,1
294,./squares/train/a/320.png,a,png,26,537,537,0.14509805,0.14509805,0.23921569,1
295,./squares/train/a/446.png,a,png,128,441,441,0.12156863,0.12156863,0.23921569,1
296,./squares/train/a/23.jpg,a,jpeg,66,390,390,63.0,63.0,61.0,1
297,./squares/train/a/324.png,a,png,74,347,347,0.3882353,0.3882353,0.23137255,1
298,./squares/train/a/33.jpg,a,jpeg,90,527,527,66.0,66.0,58.0,1
299,./squares/train/a/318.png,a,png,52,552,552,0.14901961,0.14901961,0.2784314,1
300,./squares/train/a/27.jpg,a,jpeg,122,487,487,28.0,29.0,50.0,1
301,./squares/train/a/126.jpg,a,jpeg,36,553,553,62.0,63.0,57.0,1
302,./squares/train/a/481.jpg,a,jpeg,83,553,553,57.0,57.0,49.0,1
303,./squares/train/a/215.bmp,a,bmp,58,354,354,37.0,37.0,75.0,1
304,./squares/train/a/456.jpg,a,jpeg,135,556,556,96.0,97.0,79.0,1
305,./squares/train/a/442.jpg,a,jpeg,91,578,578,91.0,92.0,74.0,1
306,./squares/train/a/413.bmp,a,bmp,58,585,585,53.0,53.0,45.0,1
307,./squares/train/a/244.jpg,a,jpeg,32,370,370,79.0,79.0,71.0,1
308,./squares/train/a/250.jpg,a,jpeg,119,469,469,39.0,39.0,51.0,1
309,./squares/train/a/278.jpg,a,jpeg,30,617,617,47.0,47.0,49.0,1
310,./squares/train/a/89.bmp,a,bmp,86,617,617,44.0,44.0,78.0,1
311,./squares/train/a/76.bmp,a,bmp,126,610,610,84.0,84.0,48.0,1
312,./squares/train/a/287.png,a,png,106,436,436,0.33333334,0.33333334,0.17254902,1
313,./squares/train/a/63.bmp,a,bmp,116,387,387,32.0,32.0,70.0,1
314,./squares/train/a/77.bmp,a,bmp,70,343,343,29.0,29.0,76.0,1
315,./squares/train/a/292.png,a,png,58,399,399,0.38039216,0.38039216,0.2,1
316,./squares/train/a/189.bmp,a,bmp,78,552,552,40.0,40.0,66.0,1
317,./squares/train/a/279.png,a,png,122,545,545,0.28627452,0.28627452,0.21176471,1
318,./squares/train/a/176.bmp,a,bmp,38,525,525,45.0,45.0,80.0,1
319,./squares/train/a/245.png,a,png,76,606,606,0.37254903,0.37254903,0.28627452,1
320,./squares/train/a/251.png,a,png,86,474,474,0.36078432,0.36078432,0.2509804,1
321,./squares/train/a/406.bmp,a,bmp,38,413,413,67.0,67.0,55.0,1
322,./squares/train/a/360.bmp,a,bmp,92,407,407,62.0,62.0,80.0,1
323,./squares/train/a/319.jpg,a,jpeg,130,496,496,77.0,76.0,56.0,1
324,./squares/train/a/325.jpg,a,jpeg,87,361,361,92.0,92.0,66.0,1
